zipcode,latitude,longitude,state,population,bedroom_number,bathroom_number,living_space,land_space,year_built,2015,2016,2017,2018,2019,2020,2021,2022,2023,net_income,2024
78261,29.69189,-98.40072,TX,23992,4,3,2776,5128,2005,283239.2,291047.77,298668.92,304164.29,310669.88,320723.35,365276.18,435098.68,445166.52,26929,441188.37
78263,29.35084,-98.31219,TX,4806,4,2,2434,9,1990,206571.68,224199.01,240181.24,254346.07,263870.31,281013.71,322216.06,370507.8,375678.99,8893,367007.03
78264,29.19868,-98.50534,TX,12899,3,2,1767,1006,1992,126160.75,135899.24,147658.94,161860.61,170608.15,190058.53,215479.55,238248.49,227531.7,34597,233009.11
78332,27.71671,-98.13208,TX,27274,3,2,1881,3082,1912,135557.99,135860.44,129124.15,125937.87,130273.55,132733.37,131899.34,126147.52,123244.59,67495,129503.25
78336,27.94356,-97.1862,TX,12365,3,2,1789,3601,1967,145487.3,159168.1,165323.46,172672.49,179733.18,188957.93,204939.52,224979.95,224168.1,26272,224076.07
78343,27.62163,-97.77216,TX,4594,3,2,1733,2715,1999,98236.74,104344.22,113450.71,111078.14,115761.73,126728.92,137039.36,133348.08,125360.35,9004,125344.73
78358,28.06841,-97.04325,TX,987,2,2,1765,2433,1959,148663.95,160959.72,169848.92,180532.67,186093.91,202669.51,233477.38,262986.38,265259.65,7257,253371.78
78362,27.86668,-97.20167,TX,10789,3,2,1549,3956,1955,134952.45,146017.06,152175.91,156729.41,163731.14,170424.93,183872.47,201716.89,209716.78,22186,201430.75
78363,27.43836,-97.85532,TX,29415,4,3,2030,4605,1970,96494.73,99930.23,98999.45,101121.21,106248.94,115396.03,126850.8,132410.14,128508.43,64932,133434.27
78368,28.11299,-97.81201,TX,8586,3,2,1541,972,1953,106599.92,113013.95,116742.96,115225.13,120257.53,126896.97,131828.05,133090.91,119841.62,23923,132538.65
78370,27.94238,-97.6033,TX,4857,3,2,1905,3624,1949,154056.1,171110.78,170393.47,171249.28,189104.35,195311.3,209198.68,218494.9,208305.01,11687,211742.5
78372,27.9979,-98.09669,TX,5261,3,2,1519,2322,1978,174590.63,174020.54,176580.64,179178.39,184387.85,191703.03,199657.48,199900.62,191613.98,12751,200146.18
78374,27.88849,-97.29366,TX,19737,4,3,2119,5505,1963,183605.4,193540.37,200018.92,202892.67,206923.46,212235.06,225885.16,250568.46,256660.94,32554,258778.59
78377,28.3418,-97.18051,TX,3272,2,2,1512,2367,1954,87006.57,89962.12,90950.58,98038.25,109974.51,118439.65,130402.98,132777.72,126880.82,8688,123927.3
78382,28.11489,-97.06342,TX,18702,3,2,1943,3661,1979,185406.69,200287.11,209668.55,214710.35,215323.83,236975.01,280884.26,325076.96,333876.71,36415,313837.63
78383,28.07713,-97.94425,TX,5057,3,2,1875,553,1963,162600.63,163964.54,162963.98,165669.73,176379.28,182728.88,198674.29,222675.96,223023.86,7103,224691.47
78387,28.08224,-97.55255,TX,9791,3,2,1547,3010,1936,116395.64,124134.03,129485.92,127189.84,139510.19,150216.35,160256.72,167352.85,154372.45,23025,163323.3
78390,28.00198,-97.35631,TX,5737,3,2,1845,3365,1979,117297.91,129748.9,132469,132951.91,137806.78,155457.74,159083.93,156908.76,141595.53,15578,154080.03
78393,28.18097,-97.35427,TX,2194,3,2,1441,2238,2009,107241.05,114772.29,114357.83,120813.9,130850.09,144531.05,153289.84,148162.04,130154.24,5166,140822.28
78401,27.79734,-97.40118,TX,4660,4,3,2354,2508,1961,93330.63,99549.41,106878.85,106701.73,111200.17,119995.99,132082.27,131224.09,115341.68,9340,127618.16
78402,27.82413,-97.4091,TX,233,1,1,617,2008,1971,59388.66,65271.33,70352.5,71425.56,70972.07,77585.07,91254.15,112159.13,125421.44,917,104824.31
78404,27.76798,-97.39946,TX,15650,3,2,2012,6289,1957,107512.83,113106.44,120897.59,124342.24,130716.86,141375.4,151301.54,155706.33,150342.01,39968,153028.93
78405,27.77404,-97.43872,TX,14194,2,1,956,4202,2003,67859.06,70854.54,69118.22,71810.48,74911.08,83277.11,87774.62,84411.13,75076.42,48429,79294.07
78407,27.80762,-97.44772,TX,2033,3,1,941,6999,2006,76217.08,82142.29,83301.37,83330.7,88006.06,98696.83,102948.85,99681.73,96834.46,7469,93685.83
78408,27.80081,-97.44339,TX,10294,3,2,1515,4448,1967,73418.23,74253.87,78208.02,81152.64,87222.29,96874.96,102392.03,100343.45,97312.82,35007,98832.52
78409,27.81729,-97.51458,TX,2312,3,2,1292,7580,1954,122850.74,129012.2,135511.91,141698.58,149827.88,161603.39,170726.29,173614.94,173811.75,6781,170124.3
78410,27.83798,-97.59388,TX,27623,3,2,1917,5172,2006,162732.21,171339.96,175502.91,179218.46,186065.89,197011.17,212921.73,232742.53,233219.84,48433,231633.37
78411,27.7293,-97.38504,TX,24194,3,2,1764,5571,1936,131688.61,139676.43,144438.8,147744.41,154717.9,166025.54,177814.85,187631.26,188513.29,68176,187526.2
78412,27.70364,-97.34264,TX,41071,3,2,1986,5145,1983,133025.01,141496.5,146354.83,150244.53,155773.53,166090.38,178528.28,191671.54,192784.75,86302,191094.29
78413,27.68345,-97.40409,TX,36989,4,3,2161,6002,2005,176599.66,187218.37,191045.69,194485.37,201023.56,213200.84,233502.42,255286.63,257699.52,76213,257541.53
78414,27.65992,-97.369,TX,46133,4,3,2359,5549,1960,210734.89,219909.3,224206.73,228711.46,233599.85,245520.23,273127.3,305592.93,306056.48,59896,303571.98
78415,27.65437,-97.48712,TX,41583,3,2,1828,5055,1977,113713.71,121563.6,130553.75,132422.87,140375.42,152173.13,160130.52,163244.52,161558.03,114287,164468.05
78416,27.74933,-97.43759,TX,15030,3,2,1010,5644,1925,73796.62,80807.03,84962.24,85626.71,89743.43,101626.49,106817.17,107631.12,107016.59,46456,106097.81
78417,27.73753,-97.46771,TX,4400,3,2,1274,5509,1949,102813.59,116404.54,126339.31,130928.85,136510.63,148638.04,161217.59,170299.51,167855.33,13505,165506.68
78418,27.52732,-97.29313,TX,30015,3,3,1891,4661,2009,192518.63,202349.36,207150.24,210696.34,214897.98,226532.57,258248.05,306035.11,312276.15,59205,308979.42
78501,26.21599,-98.2391,TX,60855,3,3,1926,5262,1970,97396.86,103806.85,109281.86,113648.6,118805.4,128084.39,146239.2,171931.94,184332.27,167076,179564.45
78503,26.16229,-98.25132,TX,20444,3,3,2599,4821,1949,93874.07,98567.75,104322.73,107632.15,110617.72,120062.03,136111.06,159250.05,173360.53,63452,164137.2
78504,26.27758,-98.23728,TX,60740,4,3,2649,5383,1956,147243.65,154298.54,158996.88,163872.05,169797.16,178319.32,201475.35,235113.96,247608.97,109596,238220.11
78516,26.14256,-98.11977,TX,33963,3,2,1713,5285,1991,77948.42,80905.09,82622.12,89364.71,90929.52,101959.85,121103.99,140079.03,151734.36,99032,140394.11
78520,25.96564,-97.55103,TX,60592,3,2,2085,4605,1958,96574.67,96744.59,100270.56,102015.67,100752.1,109917.99,130490.6,151503.37,164298.89,187042,157685.34
78521,25.95109,-97.32078,TX,88791,3,3,1926,3633,1994,85577.17,87144.46,89859.44,89405.31,89467.81,99154.81,118223.88,134583.13,149343.84,296007,148847.21
78526,25.99587,-97.44991,TX,58713,4,3,2425,6233,1900,127097.38,129778.17,133254.08,137426.83,132287.41,138873.46,162934.73,193482.52,207738.58,130550,199222.25
78537,26.17322,-98.05744,TX,51216,3,2,1627,2893,2005,63868.48,66003.2,68196.06,74203.01,75834.69,85348.22,100837.31,118033.47,129638.07,142612,121765.77
78538,26.36812,-97.97152,TX,10557,3,2,1536,2740,1993,60370.48,62962.81,65014.76,68422.02,71866.64,81049.08,98717.53,115645.81,126567.61,35710,112811.87
78539,26.28,-98.18311,TX,36531,4,3,2294,5075,1980,128463.04,135601.13,140996.41,147813.99,153575.53,162140.53,185073.26,215778.46,228384.89,74808,219365.63
78541,26.4528,-98.28632,TX,45675,3,3,2074,4982,1977,100316.3,106768.81,109197.12,114737.03,121633.45,132349.32,151570.07,175133.83,185800.06,111366,177148.92
78542,26.44412,-98.09163,TX,84606,3,3,1942,3762,2003,97641.97,102315.77,104643.26,108924.52,112353.49,124074.93,143823.67,168573.51,178713.5,188099,171539.88
78543,26.30117,-98.00508,TX,8421,4,2,2134,4838,1968,46957.61,50869.95,51901.94,55664.3,59023.6,65085.83,79926.84,94710.22,110389.53,29558,94515.11
78549,26.48528,-98.02329,TX,1109,0,0,2400,0,2001,36763.75,38073.04,39100.02,40721.61,44939.77,56179.55,65782.74,73849.09,85335.2,3315,58944.72
78550,26.25469,-97.66406,TX,54486,3,3,2259,4841,1997,102515.24,103113.25,107679.04,110358.31,107193.43,114522.65,133033.26,152469.02,158142.6,143984,158138.08
78552,26.19664,-97.75083,TX,41382,3,3,2143,3013,2007,124838.83,126928.93,130613.6,132839.83,130520.03,137585.55,159230.5,184904.02,194958.98,81494,186150.32
78557,26.10844,-98.25118,TX,13939,3,2,1998,5521,1965,92034.22,101235.66,104266.73,110183.32,115604.92,127057.67,145160.36,168541.68,179377.81,49066,168461.75
78559,26.14549,-97.82765,TX,12819,3,2,1722,4151,2006,79347.2,82380.03,82469.94,82252.48,83411.71,94114.05,108616.35,121894.25,130249.31,33932,119193.67
78560,26.25545,-98.49515,TX,4417,3,3,2091,2574,2004,71582.15,77229.89,79034.16,80224.07,87247.08,97060.12,111244.66,129381.37,144719.4,14865,129617.64
78566,26.13543,-97.42184,TX,24551,4,3,2378,2830,1926,105225.26,107716.59,113028.88,112729.91,113535.71,123274.07,145016,164211.79,172228.38,59131,164328.83
78570,26.17149,-97.9112,TX,33221,3,2,1548,5679,2003,59829.65,61109.3,62317.34,64795.27,69018.56,78239.44,92441.29,107872.48,117911.23,106119,110478.03
78572,26.19848,-98.35633,TX,76645,3,3,2366,4676,2005,99801.77,106821.6,109259.76,112235.59,117450.11,126420.56,144952.11,169598.63,180936.43,190657,175404.07
78573,26.29745,-98.30242,TX,42523,4,3,2538,3356,2006,101289.33,107971.52,114803.64,120475.16,126119.72,138070.74,158218.4,181994.69,192140.43,113965,187758.72
78574,26.31118,-98.37293,TX,63660,3,3,2241,4158,1940,91393.65,96044.36,97450.13,101366.76,109213.58,120347.3,138538.23,160754.19,171458.83,166189,165149.98
78575,26.03234,-97.55083,TX,5077,4,4,3252,276,1976,154390.79,160819.13,166804.34,168580.62,162781.59,167903.28,195037.05,228116.2,239551.54,11064,233982.69
78576,26.32584,-98.46799,TX,12748,3,3,2400,1,1999,70190.2,73638.39,73072.9,75095.4,81376.84,89510.48,105844.64,122382.37,131731.28,35681,121772.29
78577,26.1665,-98.19082,TX,79128,3,3,2031,5400,1977,77223.63,82702.93,86680.94,93036.48,96106.42,106133.21,122551.23,143292.07,154921.99,222153,152749.27
78578,26.05336,-97.31004,TX,10551,3,2,1629,3180,1967,146559.3,149671.13,152092.63,155266.59,148050.53,153332.08,180405.26,221460,246908.81,31684,225651.48
78580,26.50065,-97.75087,TX,13429,3,2,1852,3842,1890,62570.96,64384.48,64267.32,70843.91,80332.65,88313.7,97106.4,95878.36,83918.62,33207,89830.14
78582,26.53937,-98.73985,TX,44583,3,3,2544,3496,1959,106055.11,104429.17,100277,100773.05,99332.99,110202.91,128218.69,127197.52,113159.64,109630,121577.79
78583,26.28166,-97.4686,TX,5952,3,3,2062,2093,2002,112371.38,114070.5,116765.61,116924.55,116078.93,123696.34,143611.2,164333.46,168116.23,16348,164438.49
78586,26.10715,-97.64576,TX,48726,3,2,1770,2537,2002,87223,89496.47,92438.6,91113.13,88907.71,95222.32,111251.33,122214.23,124143.38,146451,124717.75
78589,26.15349,-98.15979,TX,39881,3,2,1603,5646,1972,81251.38,88478.76,92237,97475.2,101881.27,112902.14,132343.83,154923.26,166838.95,124791,157128.75
78593,26.26999,-97.82187,TX,4857,3,2,1640,12,1950,74659.65,78885.5,83374.17,84041.77,84815.58,92334.16,109356.64,119045.23,127004.92,17646,112949.94
78595,26.31457,-98.54038,TX,7272,3,3,1779,2218,1965,53484.45,56343.01,55048.78,56192.17,58802.6,68359.65,83247.47,101104.63,116617.59,17690,100340.96
78596,26.10668,-97.99856,TX,36852,3,3,2138,4200,1972,81354.66,85282.5,87678.03,92576.16,96063.02,106592.73,123911.93,143489.41,156016.12,99703,146208.97
78602,30.12735,-97.32801,TX,32646,4,3,2093,3716,1969,185490.12,202940.04,219720.16,233720.68,241714.39,255885.35,311104.77,393018.52,374344.99,58312,393366.11
78605,30.77366,-98.04663,TX,6955,3,2,1887,4944,1975,184329.89,202865.06,211028.09,227030.69,254783.34,286132.43,353888.3,445565.62,439871.08,10477,431791.06
78606,30.09213,-98.45789,TX,6890,3,2,2047,1826,1946,252551.71,274234.79,288932.15,312150.51,336447.9,362805.7,451704.67,539173.32,540330,12279,511876.69
78609,30.75975,-98.45271,TX,1966,3,2,1799,730,1980,191517.91,199395.02,212456.13,230718.47,247168.27,264773.08,337198.1,418506.86,399491.31,4596,403138.05
78610,30.07962,-97.84047,TX,41681,4,3,2095,5185,1962,229640.48,244696.08,256024.02,263122.37,268909.63,281051.96,364331.09,451355.11,416388.59,57101,430973.21
78611,30.79188,-98.26663,TX,12938,3,3,2175,1540,2003,187033.75,198859.23,206578.19,219011.95,240926.33,272595.32,337571.07,422174.63,416633.22,28520,412636.31
78612,30.09301,-97.49017,TX,20508,3,2,2192,9,1999,190039.62,211170.55,231427.19,246319.28,254867.86,278436.61,351538.66,436204.25,431999.24,28784,418202.14
78617,30.1508,-97.59928,TX,28690,3,3,1783,4085,1958,156067.03,173835.66,187324.71,198935.69,206342.2,220563.23,291420.93,362783.69,328084.31,57600,343612.84
78619,30.11215,-98.03101,TX,6274,4,4,2935,246,1977,444113.02,473955.98,499841.7,523094.31,547793.76,589124.94,798684.27,1009015.84,947590.46,5438,953078.2
78620,30.22214,-98.13491,TX,18564,4,3,2867,2432,1976,358061.77,389162.87,414755.78,436143.18,454524.95,491214.57,654448.08,819310.33,742030.68,24815,773946.32
78623,29.95973,-98.21933,TX,1132,3,3,2024,4,2007,240425.53,258491.43,276301.72,290856.61,302487.38,328517.59,392300.96,476622.91,484604.62,2349,470907.88
78624,30.29227,-98.87141,TX,23084,3,3,2996,1843,2002,278288.1,303927.64,336970,372789.7,369504.13,388367.67,467970.09,556985.05,544259.24,50117,547873.62
78626,30.66664,-97.59878,TX,37235,3,3,1979,5424,2005,204431.48,220932.17,235556.37,244904.51,248675.91,260263.51,337392.98,420026.96,382534.61,57363,401105.32
78628,30.63981,-97.74636,TX,39391,4,3,2523,5374,1940,286601.61,303111.12,317860.13,326336.76,328876.57,346938.94,449832.75,557323.49,512372.29,46846,531795.58
78629,29.47762,-97.45093,TX,12011,3,2,1757,2389,1955,122674.67,135831.84,139890.09,150152.01,160483.08,169796.06,188700.25,207179.6,205258.23,29492,202773.37
78631,30.34576,-99.31161,TX,3020,3,2,2011,25,1910,184045.88,201893.49,220769.44,239602.37,246494.21,266485.45,316744.24,358404.6,346226.05,5911,341761.64
78633,30.73803,-97.75465,TX,26507,3,2,2199,5062,1958,304106.39,317087.38,323880.14,329928.96,331613.53,342566.06,414958.53,503231.66,477523.69,33138,491245.39
78634,30.56,-97.54404,TX,38529,4,3,2062,6024,1949,189754.51,206194.22,221938.16,231738.09,235096.31,247386.31,326312.58,411203.17,370039.73,49777,392034.26
78638,29.65821,-97.79595,TX,1978,3,2,1946,800,2003,217907.93,224123.97,239250.46,245156.34,244649.69,265779.8,300467.21,335288.04,330116.78,4224,330595.79
78639,30.65823,-98.45506,TX,7999,3,3,2148,3091,1979,248510.35,257637.37,269814.94,292187.95,307672.54,332381.65,415745.92,521636.28,494463.51,17017,512227.29
78640,29.99619,-97.82355,TX,63902,3,2,1979,5764,2007,180148.38,196570.37,208917.06,216541.15,221621.91,230793.4,297648.43,374622.49,342631.5,111814,358163.43
78642,30.6946,-97.94087,TX,18347,4,3,2414,4108,1910,264419.83,285371.64,300577.77,312038.45,320582.81,344207.49,450152.01,564937.01,524407.07,21407,539847.94
78644,29.87111,-97.67292,TX,20119,3,2,1841,3734,2000,134362.53,148722.24,163940.51,176287.58,189459.64,205422.7,252552.37,316435.83,311979.26,42232,309646.67
78645,30.4502,-97.96934,TX,14360,3,3,2340,3655,1923,242491.53,261221.96,279941.4,290828.63,296857.17,312446.18,394636.3,498252.28,457625.8,19789,485679.45
78648,29.69594,-97.63827,TX,7803,3,2,1705,1654,2006,117482.14,128558.76,141181.15,148252.15,159408.77,175847.31,211308.3,251819.33,240431.99,18453,243638.57
78650,30.30536,-97.21574,TX,2539,4,3,2358,21,1954,202958.78,225015.48,244306.33,260715.05,280288.69,304452.24,368853.91,458903.41,445454.47,2650,454188.9
78652,30.13462,-97.8606,TX,5014,3,3,2038,2942,1963,267053.71,290117.97,305748.68,316241.74,328065.23,354358.92,458583.99,556424.36,515815.59,8089,524151.49
78653,30.33783,-97.52006,TX,30955,4,3,2112,5417,1961,184229.71,201415.14,215096.6,224031.12,225005.09,234061.55,308247.88,391147.4,348122.16,44040,376215.99
78654,30.57112,-98.20982,TX,18833,3,3,2152,3414,1998,233850.46,245578.39,247624.52,263527.57,282706.33,310181,377179.42,464572.22,455485.58,42540,457429.71
78655,29.82346,-97.83517,TX,3696,3,2,1610,2,2007,186839.14,201347.84,219837.11,235293.09,243440.85,261530.71,312855.9,375595.47,366091.29,6337,367888.31
78656,29.90275,-97.8089,TX,2624,3,2,1802,2711,2002,151938.72,165990.37,181822.91,196854.86,211738.97,234391.47,285281.97,344337.64,332434.57,6103,332746.38
78657,30.53328,-98.37906,TX,6810,4,4,2934,2763,1977,336905.55,346039.6,367526.71,398225.51,426743.8,452838.81,552046.35,683068.61,672156.31,11341,679206.08
78659,30.20667,-97.12624,TX,2855,3,2,1729,11,1950,218056.41,235743.69,253801.5,272658.67,281321.03,301253.5,371620.33,466339.65,451230.39,6226,458323.89
78660,30.44361,-97.59558,TX,110569,4,3,2370,6575,1910,211747.34,232034.45,244580.15,252484.66,258251.74,275712.96,372372.39,458127.73,412233.38,153354,419114.78
78662,29.94316,-97.44231,TX,2552,3,2,3214,51,2009,198722.06,225666.53,242497.29,258746.47,269106.98,292322.83,372428.92,482019.94,468095.84,4315,469969.54
78663,30.41582,-98.31144,TX,696,3,2,2608,93,1976,358125.99,393516.03,411617.6,438806.06,460166.86,498625.5,671579.9,843247.18,860814.96,1447,789780.68
78664,30.50461,-97.64583,TX,60152,4,3,2066,5498,2006,184416.62,204207.14,218805.7,228609.02,235544.08,251590.49,336710.59,414407.1,371067.93,114168,389420.8
78666,29.8826,-97.97974,TX,83858,3,3,1992,5258,1997,188123.84,203140.02,216229.86,224772.04,233399.32,246832.98,299208.34,361738.18,341172.28,192490,357981.03
78669,30.4347,-98.13066,TX,10730,4,3,2859,1546,1882,393248.23,410190.02,428535.16,447146.33,470301.77,506945.83,663237.81,828024.02,770870.34,15801,790670.63
78672,30.88151,-98.49128,TX,825,3,2,1623,959,1964,114991.8,119147.29,125747.68,139400.89,144794.2,158068.48,201290.68,260394.84,256249.96,2313,256481.98
78676,30.04141,-98.15051,TX,15241,3,3,2450,1159,2005,285816.25,304664.97,321850.82,338878.02,356747.05,385028.22,499328.79,603027.82,561903.89,25049,567040.77
78681,30.5355,-97.71981,TX,57451,4,3,2569,5919,2006,264403.73,282832.36,296326.59,306457.3,314590.45,340188.06,455545.39,554489.73,505720.45,69173,512021.97
78701,30.27022,-97.74248,TX,9560,2,2,1630,481,1946,556056.03,568097.95,584363.63,594781.09,601025.68,621971.31,700958.21,851574.71,797332.31,11900,869279.79
78702,30.26339,-97.7144,TX,24830,3,2,1433,4932,1961,336411.96,369432.28,386100.02,405877.48,421843.28,467707.14,586776.95,702333.59,633115.14,58884,665458.21
78703,30.29385,-97.76554,TX,22111,3,3,2598,4783,1970,786190.39,837420.21,856770.51,890241.11,926689.26,993643.97,1246389.86,1554300.91,1477845.3,24300,1505913.72
78704,30.24298,-97.76537,TX,49854,3,3,1704,3549,1922,478402.55,501902.46,515391.33,536787.61,557330.76,606516.49,777041.06,972420.9,882102.94,95227,936571.92
78705,30.2947,-97.739,TX,32506,2,2,1049,1135,2006,323076.09,340242.2,357292.12,371476.14,380911.22,400087.02,442792.03,480433.94,439180.95,37015,466122
78719,30.14465,-97.67148,TX,1856,3,2,2220,5,1952,172249.01,184059.53,201190.93,223425.28,232387.22,259700.91,343065,412108.92,365871.97,5049,382582.14
78721,30.27127,-97.68345,TX,10728,3,2,1488,4543,1920,213258.84,247106.64,270647.29,294279.53,312806.2,345024.66,433134.63,510188.29,473676.67,32149,477288.97
78722,30.29005,-97.71458,TX,5938,2,2,1334,4987,2006,355291.69,384240.52,399127.49,412658.05,425358.22,459713.06,573225.01,671873.49,612323.28,14082,630594.75
78723,30.30423,-97.68578,TX,36114,3,3,1878,5353,1976,298191.49,323315.52,344358.95,360383.24,373623.35,409637.51,508711.24,585696.89,527882.28,74485,549755.21
78724,30.29474,-97.61439,TX,25936,4,3,1987,5953,2005,158926.32,182160.13,202613.51,217233.17,226661.95,245500.77,324662.3,396714.66,360915.02,65190,375060.16
78725,30.23554,-97.60859,TX,9082,3,2,1562,5434,1977,155909.91,176719.39,190186.69,200172.55,205170.61,218067.94,295485.18,374312.15,329998.44,18541,350675.15
78726,30.42898,-97.84254,TX,13414,4,4,3176,4113,1970,399645.21,415915.29,429273.88,437760.79,446143.58,480583.76,640437.34,772804.82,723146.61,23869,722770.25
78727,30.42894,-97.71736,TX,29991,3,3,1928,6317,1970,249125.26,271322.37,291597.38,308136.35,327512.79,361525.29,465447.67,535900.78,488981.43,44560,488926.48
78728,30.45537,-97.68948,TX,25359,3,2,1749,5307,2004,221920.61,241964.54,258319.83,268546.31,281229.04,310304.17,411754.73,483353.38,442072.59,52550,439171.57
78729,30.45738,-97.75516,TX,30907,3,2,1899,4713,1926,243905.74,264992.29,277955.9,286628.4,298195.4,329848.56,437921.81,516193.72,467859.45,55960,468429.3
78730,30.36322,-97.83847,TX,9455,3,3,2967,4099,1948,546031,572641.5,591929.71,615486.35,639421.39,698758.74,952735.95,1167866.55,1092777.9,7811,1077018.24
78731,30.34766,-97.7687,TX,26506,3,3,2624,3039,1965,580074.73,606800.39,627131.68,650634.3,679690.49,737386.27,947589.45,1152938.28,1087105.58,33742,1091025.17
78733,30.32338,-97.87762,TX,9500,4,4,3696,508,1923,580074.48,603627.29,621496.95,649305.17,671525.26,729998.48,987703.79,1217938.33,1146232.34,9196,1138248.22
78734,30.38079,-97.94676,TX,21625,3,3,2726,3024,1910,374403.44,388455.14,404651.55,423306.22,436468.62,467595.34,611869.83,742273.8,678413.1,30662,697591.85
78736,30.24833,-97.94965,TX,9481,3,3,2201,2720,1948,305376.95,334028.23,352199.25,370230.89,390908.79,425542.87,561802.21,658673.58,601399.63,13701,600578.35
78737,30.18935,-97.96059,TX,24783,4,4,3402,2911,2001,411722.3,433913.32,450205.75,467397.07,483127.26,520615.77,703057.39,865993.26,791380.85,16987,807378.64
78741,30.23007,-97.71389,TX,46147,3,2,1325,4918,1996,201632.73,235283.74,258043.26,280075.23,288271.9,316828.16,399247.54,474530.55,437053.49,144487,452956.58
78744,30.18024,-97.72888,TX,48524,3,3,1866,5230,1984,164229.16,188979.76,204301.28,216715.21,228991.09,251586.99,336301.16,407872.05,371269.79,126390,380327.94
78745,30.20743,-97.79822,TX,62277,3,2,1498,5146,1991,236781.18,261277.76,277350.09,291290.7,307152.44,336976.6,435292.25,518623.63,472660.39,135741,482996.13
78746,30.29759,-97.81136,TX,28017,4,4,3856,1499,2005,855733.52,891234.22,919946.28,962849.9,1001057.24,1085501.65,1487594.7,1921472.81,1826867.98,26853,1822412.77
78747,30.12521,-97.74117,TX,20698,3,3,1979,5259,2005,217350.46,232705.39,245585.92,257218.88,264459.17,281595.07,375838.84,454017.69,411143.75,38311,421940.68
78748,30.16144,-97.8227,TX,53501,3,3,1895,5304,2006,244480.01,263961.15,276605.76,287145.06,296147.31,318724.36,421710.01,498738.46,453220.81,90212,457146.92
78749,30.21329,-97.85732,TX,35933,3,3,2109,6450,1930,306544.19,326944.03,342569.01,354388.9,371079.04,403846.15,537250.28,631037.99,579792.2,45777,571796.9
78750,30.41685,-97.80223,TX,29559,3,3,2278,4596,2005,342236.33,364909.35,380746.28,390530.39,406236.02,443731.09,578379.49,682121.46,625597.2,40121,628233.23
78751,30.3108,-97.72278,TX,15856,3,2,1604,5752,1976,388264.67,410468.71,424028.39,435990.78,456337.19,496356.32,609088.94,713779.35,660612.83,36614,678932.4
78752,30.33141,-97.70364,TX,21178,3,2,1463,6117,1972,230567.23,260652.57,278122.36,289082.58,306615.74,337518.7,423399.77,496467.73,449930.14,51592,463215.02
78753,30.38353,-97.67335,TX,58805,3,2,1656,5433,1960,177468.38,203243.51,223163.56,235643.7,249627.74,275126.55,357536.05,419489.52,382047.4,142781,386777.95
78754,30.35633,-97.63925,TX,29690,4,3,1911,5572,2007,203177.48,222808.32,237263.82,245443.96,251526.66,270558.57,364141.31,444211.37,400154.05,47054,412951.6
78756,30.32219,-97.7402,TX,9314,3,3,1908,4098,1941,461407.4,485072.64,500928.82,517724.56,536357.87,582841.48,714826.41,858460.02,784645.18,13283,828845.01
78757,30.35164,-97.73267,TX,25547,3,2,1612,5698,1972,368174.39,398051.07,415848.77,428059.99,445258.94,485433.11,608864.28,720917.64,649447.11,38484,677096.37
78758,30.38768,-97.70665,TX,50717,3,2,1526,5331,1916,184555.84,215157.69,237399.71,255121.83,274919.47,307929.15,396804.55,454909.33,419793.48,116974,412641.58
78759,30.4027,-97.76093,TX,44978,3,3,2152,3901,1920,386061.72,412037.15,429728.11,440622.19,458727.53,498373.84,637750.93,758272.69,692918.92,62423,706910.11
78801,29.36407,-99.88476,TX,21435,3,2,1922,2361,1993,130130.97,136771.67,135125.81,132186.98,135855.75,143961.63,159527.37,171452.32,169760.15,56664,168598.49
78834,28.54776,-99.87286,TX,7316,3,2,1866,1509,2002,101632.62,98017.77,94941.39,98950.54,105175.6,111238.55,117105.43,120979.38,116397.36,19854,122430.89
78839,28.71282,-99.75516,TX,7796,3,1,1129,6028,1938,63379.75,66170.05,67733.92,66788.83,67420.96,67358.19,74663.38,84440.62,84396.22,23063,82830.19
78840,29.74499,-100.92362,TX,46970,3,2,28162,2664,1957,120569.84,125063.17,130459.46,134127.94,142964.63,156900.63,173002.76,192423.58,191383.77,120332,195573.28
78852,28.82698,-100.31543,TX,56746,3,2,1648,4453,2007,153801.07,154804.65,153518.92,153014.72,145776.7,150375.99,166043.95,180116.22,182147.61,148956,185268.89
78861,29.41778,-99.15663,TX,13272,3,2,1614,1058,2001,148090.03,152022.82,159480,175843.56,184637.63,198938.51,225783.3,253793.37,239948.03,27538,250347.42
78872,28.90751,-99.88039,TX,1014,4,2,1900,12,1970,59179.22,62044.84,62817.86,63506.24,64464.85,69943.94,77103.77,88613.25,84991.97,4266,91984.97
78933,29.77209,-96.33829,TX,1357,2,2,1787,16,1957,268656.56,287309.95,306278.96,330668.57,349636.99,376125.41,446294.13,497027.94,485179.86,2260,468000.47
78934,29.7023,-96.56741,TX,6626,3,3,2428,988,1966,165555.13,174082.97,180176.06,191533.25,202433.55,210171.16,243710.66,268956.8,268397.41,14218,260273.18
78940,29.93139,-96.66701,TX,2164,3,2,2136,1774,2005,315191.96,340616.98,358257.1,379913.25,388965.33,417615.39,515657.51,584912.44,564036.91,3654,546427.64
78941,29.74201,-97.1561,TX,3076,3,2,2027,704,1990,241922.53,253488.33,258628.46,270385.88,282789.1,300319.13,353759.25,407434.56,403721.3,6147,394844.17
78942,30.16803,-96.93153,TX,9627,4,3,2407,3641,1981,157901.76,167776.02,175874.01,195240.06,206912.41,224203.88,259502.82,294671.92,285610.61,19591,290910.81
