zipcode,latitude,longitude,state,population,Net_Income,bedroom_number,bathroom_number,living_space,land_space,Year,Price
75060,32.8,-96.95,TX,49473,122990,3,2,1822,4498,2018,173229.87
75061,32.83,-96.97,TX,56959,149891,3,3,1977,5981,2018,182058.92
75062,32.85,-96.96,TX,51846,131598,3,2,1992,5283,2018,194646.98
75063,32.91,-97,TX,43705,46887,4,3,2633,4691,2018,390414.56
75065,33.11,-97.01,TX,12549,22331,3,3,2368,6072,2018,246292.29
75067,33.01,-97,TX,67837,156952,3,3,1950,4739,2018,243493.16
75068,33.18,-96.95,TX,65880,78585,4,3,2550,6083,2018,281385.7
75069,33.17,-96.6,TX,37479,82779,3,3,2483,3786,2018,291156.56
75070,33.16,-96.7,TX,54444,119662,4,3,2695,4974,2018,321895.03
75071,33.25,-96.63,TX,63828,68263,4,3,2711,5332,2018,324852.57
75074,33.03,-96.67,TX,51820,108382,4,3,2073,6524,2018,250852.88
75075,33.02,-96.74,TX,36221,62325,3,3,2105,5455,2018,300222.51
75076,33.8,-96.72,TX,8592,14917,3,2,1981,1636,2018,190273.34
75077,33.08,-97.06,TX,39125,53014,4,3,2539,3895,2018,312367.77
75078,33.25,-96.81,TX,35939,21114,4,4,3567,3594,2018,442613.5
75080,32.97,-96.74,TX,52420,75634,3,3,2206,5641,2018,295573.34
75081,32.95,-96.71,TX,36683,74388,4,3,2329,5568,2018,258431.58
75082,32.99,-96.67,TX,26801,29406,4,3,3128,6607,2018,363295.6
75087,32.95,-96.44,TX,39202,45158,4,3,2770,5827,2018,296382.61
75089,32.93,-96.54,TX,35203,53776,4,3,2471,5691,2018,254599.31
75090,33.61,-96.55,TX,24866,60066,3,2,1835,4117,2018,120762.53
75092,33.65,-96.7,TX,26794,50849,4,3,2319,3062,2018,185329.1
75093,33.04,-96.81,TX,46868,59338,4,4,3583,5705,2018,457433.85
75094,33.02,-96.61,TX,23345,24872,4,3,3164,2811,2018,364783.88
75098,33.01,-96.54,TX,64326,92279,4,3,2756,5932,2018,274055.15
75103,32.51,-95.88,TX,15900,27534,3,2,2215,1174,2018,186783.06
75104,32.58,-96.97,TX,49566,103520,4,3,3222,3390,2018,194773.72
75110,32.08,-96.52,TX,30555,70091,3,2,1891,3463,2018,106716.16
75114,32.61,-96.44,TX,6438,9471,4,2,2061,4247,2018,185183.17
75115,32.6,-96.86,TX,55879,123440,4,3,2493,4342,2018,207711.3
75116,32.66,-96.91,TX,21105,51910,3,2,1920,3366,2018,163077.42
75117,32.71,-95.85,TX,4753,7900,3,2,2005,1243,2018,161582.79
75119,32.32,-96.59,TX,28765,59550,3,3,2163,3930,2018,168591.89
75124,32.33,-95.97,TX,5205,10203,3,2,1769,563,2018,183577.07
75125,32.53,-96.62,TX,7198,17287,3,2,1839,4659,2018,183839.61
75126,32.74,-96.45,TX,60232,63727,4,3,2279,5318,2018,240099.16
75134,32.62,-96.78,TX,19341,60643,4,2,2038,6413,2018,162109.43
75135,33.07,-96.23,TX,8075,12658,4,2,1875,3735,2018,221268.08
75137,32.63,-96.91,TX,19352,45779,4,3,2315,4378,2018,180872.56
75140,32.64,-95.69,TX,7365,15629,3,2,1897,606,2018,138023.28
75141,32.64,-96.69,TX,3868,10481,3,2,1616,3287,2018,127226.98
75142,32.57,-96.25,TX,22870,41859,4,2,2214,2647,2018,182868.34
75144,32.11,-96.21,TX,4030,6864,3,3,2172,2188,2018,116346.09
75146,32.58,-96.75,TX,24873,58738,3,2,2239,5571,2018,173727.36
75148,32.12,-96.01,TX,6237,14231,3,3,2210,522,2018,174673.48
75149,32.77,-96.62,TX,59225,150000,3,2,1590,5567,2018,152800.71
75150,32.82,-96.63,TX,64817,160064,4,2,1808,5887,2018,165931.68
75154,32.52,-96.81,TX,47111,84053,4,3,2426,4184,2018,223808.2
75156,32.29,-96.1,TX,16500,32193,3,2,1853,3482,2018,190472.58
75158,32.47,-96.39,TX,5496,7563,3,2,2092,482,2018,215152.46
75159,32.61,-96.54,TX,22514,41339,4,2,2118,2111,2018,174878.69
75160,32.76,-96.3,TX,24465,61824,3,2,2187,3174,2018,160832.38
75161,32.74,-96.17,TX,8040,13101,3,2,1878,7,2018,198395.24
75163,32.17,-96.11,TX,2450,4565,3,2,2133,1735,2018,210769.2
75165,32.37,-96.8,TX,47183,86396,4,3,2376,5168,2018,215859.12
75166,33.02,-96.45,TX,5589,6009,4,3,2715,5106,2018,258603.41
75167,32.36,-96.92,TX,12332,15079,4,3,2776,1576,2018,287990.29
75169,32.7,-96,TX,14496,33066,3,2,2000,1267,2018,157280.47
75172,32.6,-96.67,TX,5248,13351,3,2,1092,5213,2018,99369.8
75180,32.72,-96.62,TX,26560,65779,3,2,1723,5095,2018,141296.47
75181,32.73,-96.56,TX,27336,54597,4,3,2156,5754,2018,210150.29
75182,32.8,-96.55,TX,7647,7442,4,3,23709,386,2018,416866.37
75189,32.95,-96.31,TX,35243,45204,4,3,2276,5231,2018,241045.8
75201,32.79,-96.8,TX,17491,21092,2,3,2459,1861,2018,687549.64
75202,32.78,-96.8,TX,2212,4612,2,2,1273,1,2018,255369.91
75203,32.74,-96.8,TX,16455,43282,3,2,1726,4665,2018,111527.83
75204,32.8,-96.79,TX,31860,55967,2,3,2295,2128,2018,383073.07
75205,32.84,-96.8,TX,24804,19355,4,5,4573,3904,2018,1103672.22
75206,32.83,-96.77,TX,38209,57181,3,3,2247,5718,2018,406327.6
75208,32.75,-96.84,TX,29941,71152,3,3,2049,5847,2018,286937.05
75209,32.85,-96.83,TX,14205,23756,3,3,2911,5056,2018,584374.97
75210,32.77,-96.75,TX,9270,28022,4,2,1402,4419,2018,74279.29
75211,32.74,-96.9,TX,75213,194248,3,2,1477,6482,2018,140565.57
75212,32.78,-96.88,TX,26673,80059,3,3,1762,5230,2018,124514.98
75214,32.83,-96.74,TX,33621,47441,3,3,2619,6215,2018,484540.52
75215,32.75,-96.76,TX,17960,57310,3,2,1525,4736,2018,81642.41
75216,32.71,-96.78,TX,55108,173753,3,2,1446,6820,2018,90906.07
75217,32.71,-96.68,TX,87767,245254,3,2,1368,5317,2018,117923.4
75218,32.84,-96.7,TX,21355,38855,3,3,2298,5727,2018,344288.41
75219,32.81,-96.81,TX,24100,47949,2,3,2117,1679,2018,305403.99
75220,32.87,-96.88,TX,40671,101351,4,4,3997,5072,2018,274781.01
75223,32.79,-96.75,TX,14270,38533,3,2,1693,6786,2018,139303.29
75224,32.71,-96.84,TX,36373,96403,3,2,1537,5219,2018,151153.55
75225,32.87,-96.79,TX,21703,20210,4,4,3831,4246,2018,1008145.85
75226,32.78,-96.78,TX,5133,7498,0,1,1035,937,2018,214761.2
75227,32.77,-96.69,TX,58395,166856,3,3,1891,5585,2018,139531.07
75228,32.82,-96.68,TX,71450,189159,3,2,1717,6494,2018,177809.52
75229,32.89,-96.87,TX,32924,61631,4,4,3762,2625,2018,403167.7
75230,32.9,-96.79,TX,26335,42207,4,4,3721,1254,2018,528545
75231,32.88,-96.75,TX,38823,110106,2,3,1760,2081,2018,154206.57
75232,32.66,-96.84,TX,33561,92669,3,2,1782,4164,2018,140940.16
75233,32.7,-96.87,TX,16743,37773,4,2,1905,4758,2018,183027.6
75234,32.92,-96.89,TX,32728,79999,3,3,2086,4460,2018,233056.41
75235,32.83,-96.85,TX,19042,46939,2,2,1500,6452,2018,170670.48
75236,32.69,-96.93,TX,17545,48027,3,2,1847,5800,2018,162783.62
75237,32.66,-96.87,TX,18823,64572,4,2,1886,7995,2018,163907.99
75238,32.88,-96.71,TX,31953,59210,4,3,2330,6694,2018,372422.56
75240,32.93,-96.79,TX,26442,64460,3,3,2304,4179,2018,244689.26
75241,32.67,-96.76,TX,31749,105116,3,2,1489,5933,2018,120795.11
75243,32.91,-96.74,TX,65118,186425,3,3,1923,3340,2018,179796.22
75244,32.93,-96.84,TX,12806,19634,4,3,2813,2753,2018,407098.9
75246,32.79,-96.77,TX,2307,6549,3,3,2093,5980,2018,251271.9
75248,32.97,-96.8,TX,36317,55309,3,3,3008,4178,2018,375529.21
75249,32.64,-96.96,TX,17629,34126,4,2,2037,7201,2018,180344.67
75252,33,-96.79,TX,27310,46230,4,3,2853,5299,2018,393340.58
75253,32.67,-96.61,TX,24090,53014,4,2,2221,3568,2018,156144.85
75254,32.95,-96.8,TX,24047,57576,3,4,3163,458,2018,180443.93
75287,33,-96.84,TX,51855,122823,3,3,2653,5192,2018,314199.07
75401,33.19,-96.12,TX,21087,50753,3,2,1599,5078,2018,91648.04
75402,33.07,-96.09,TX,18412,30152,4,2,2119,2358,2018,174162.2
75407,33.15,-96.49,TX,24864,39251,4,2,1886,4725,2018,228323
75409,33.35,-96.53,TX,20437,26423,4,3,2218,5870,2018,240457.07
75414,33.63,-96.43,TX,2989,5846,3,3,2507,6,2018,204849.02
75416,33.67,-95.35,TX,2890,6237,3,2,1874,1752,2018,145579.1
75417,33.44,-95.13,TX,2479,5107,3,2,2216,635,2018,113967.52
75418,33.57,-96.18,TX,14726,23918,4,3,2509,2864,2018,129866.64
75422,33.14,-95.93,TX,2862,5406,3,2,1765,418,2018,202010.14
75423,33.29,-96.2,TX,3055,5013,4,3,2127,629,2018,195320.2
75426,33.66,-95.01,TX,3774,14482,3,2,1686,2268,2018,75721.84
75428,33.27,-95.92,TX,11000,20522,3,2,1778,2837,2018,108985.73
75432,33.39,-95.67,TX,3055,7141,3,2,2371,959,2018,86507.04
75435,33.5,-95.3,TX,1137,2146,3,2,1578,12,2018,104211.38
75436,33.74,-95.25,TX,2155,4661,4,2,2175,2931,2018,125327.2
75438,33.61,-96.07,TX,953,1976,3,2,1781,0,2018,182713.73
75440,32.88,-95.75,TX,6665,12782,3,3,2380,532,2018,198661.24
75446,33.61,-95.89,TX,3536,6710,3,2,1854,521,2018,127700.16
75447,33.76,-96.12,TX,1067,2138,3,3,3018,21,2018,205745.93
75449,33.42,-95.95,TX,1165,2214,2,2,1643,1,2018,103278.65
75452,33.39,-96.24,TX,4688,8079,3,2,1894,1127,2018,180868.53
75453,33,-95.93,TX,2757,6466,3,2,1944,4,2018,169339.81
75454,33.28,-96.56,TX,15341,13172,4,3,2613,5648,2018,291451.82
75455,33.22,-94.98,TX,26687,70314,3,2,2211,1251,2018,138222.11
75457,33.17,-95.21,TX,6228,14351,3,3,2148,630,2018,162378.94
75459,33.53,-96.68,TX,5709,9030,3,3,2278,4,2018,195646.94
75460,33.66,-95.6,TX,24287,64165,3,2,1729,4551,2018,90306.89
75462,33.62,-95.48,TX,11232,21316,3,3,2366,1720,2018,181061.12
75473,33.81,-95.48,TX,3773,6869,3,3,2454,5,2018,185909.82
75479,33.63,-96.34,TX,2122,3981,3,2,1745,1,2018,164195.76
75486,33.76,-95.75,TX,2442,4647,3,2,2034,2,2018,197813.21
75490,33.44,-96.31,TX,2891,4015,3,3,2086,1018,2018,219383.76
75491,33.5,-96.39,TX,4914,9001,4,3,2670,1242,2018,203595.71
75494,32.91,-95.26,TX,10785,23489,3,2,1886,1343,2018,158062.82
75495,33.43,-96.55,TX,9208,12958,4,3,2452,4901,2018,266353.19
75496,33.36,-96.07,TX,3578,6613,3,2,1860,1918,2018,144256.6
75497,32.92,-95.58,TX,3623,7041,3,2,2421,268,2018,227681.19
75501,33.37,-94.13,TX,35111,89338,3,2,2040,1873,2018,105059.1
75503,33.51,-94.13,TX,27361,50219,4,3,2837,1073,2018,170874.62
75551,33.12,-94.2,TX,11040,23098,3,2,2007,8,2018,111264.9
75554,33.59,-94.79,TX,2078,3036,3,2,1769,15,2018,124933.17
75555,32.95,-94.14,TX,1424,3187,4,3,2861,11,2018,124853.94
75559,33.5,-94.64,TX,5392,12020,3,2,1499,1,2018,121549.27
75561,33.52,-94.28,TX,4626,12021,3,8,2192,5,2018,110307.53
75563,33.02,-94.39,TX,3816,9149,3,2,1652,953,2018,87462.74
75568,33.2,-94.59,TX,2873,6894,3,2,2097,29,2018,106218.43
75569,33.44,-94.12,TX,3478,9695,3,2,1297,10018,2018,113685.93
75570,33.46,-94.44,TX,11162,18761,3,3,2411,487,2018,112747.44
75571,33.21,-94.76,TX,2367,6109,4,2,1959,1604,2018,118881.26
75572,33.23,-94.13,TX,3474,8555,3,2,1835,1184,2018,106165.26
75601,32.51,-94.72,TX,15683,35174,3,3,2601,3230,2018,138819.19
75602,32.46,-94.66,TX,21024,58327,3,2,2236,3320,2018,90677.27
75603,32.4,-94.72,TX,6733,12598,4,3,1960,3,2018,172939.55
75604,32.51,-94.83,TX,30349,70042,4,2,2255,1419,2018,153788.03
75605,32.58,-94.72,TX,33730,57649,4,3,2714,1334,2018,197521.4
75630,32.88,-94.56,TX,2306,5016,3,2,1903,2084,2018,118140.79
75633,32.13,-94.28,TX,12799,28256,3,2,2166,197,2018,137476.74
75638,33.02,-94.73,TX,5001,13795,3,2,1960,706,2018,96019.83
75640,32.72,-94.68,TX,5791,8535,3,2,2187,6,2018,185491.96
75647,32.52,-94.96,TX,12405,29682,3,2,2258,723,2018,135693.96
75650,32.52,-94.55,TX,9239,17812,4,3,2516,923,2018,205088.28
75656,33.01,-94.59,TX,4768,10289,3,2,1782,5,2018,103915.29
75657,32.79,-94.3,TX,7366,18846,3,2,1693,716,2018,130045.32
75662,32.38,-94.88,TX,25153,51436,3,3,2224,998,2018,138448.46
75667,31.99,-94.84,TX,1457,2487,3,2,1706,17,2018,138013.98
75670,32.56,-94.42,TX,18855,46582,3,2,1725,4195,2018,86256.34
75672,32.47,-94.29,TX,16700,33747,3,2,1984,1002,2018,150471.9
75681,31.94,-94.68,TX,2563,5865,3,2,2347,21,2018,132959.96
75683,32.82,-94.74,TX,3998,8584,3,2,1728,4803,2018,106333.73
75686,32.97,-94.95,TX,13396,30967,3,3,2410,251,2018,131105.03
75692,32.47,-94.12,TX,4698,10363,3,2,1739,456,2018,145404.59
75693,32.53,-94.86,TX,6353,12228,3,2,1921,1730,2018,165874.02
75701,32.32,-95.3,TX,34296,81466,3,3,2233,4110,2018,139520.29
75702,32.36,-95.31,TX,28236,84110,3,2,1551,4285,2018,84424.12
75703,32.24,-95.32,TX,42414,85472,4,3,3089,1617,2018,231487.36
75704,32.41,-95.44,TX,9575,22167,4,2,2408,1508,2018,151601.32
75706,32.47,-95.3,TX,10142,25849,3,2,2049,2,2018,143448.73
75707,32.3,-95.17,TX,14455,30203,3,3,2332,1312,2018,202371.74
75708,32.41,-95.21,TX,10419,21917,3,2,1522,25,2018,107791.56
75709,32.31,-95.39,TX,4596,13186,4,4,3123,2,2018,181388.99
75751,32.08,-95.92,TX,17098,42991,4,3,2220,939,2018,136000.3
75752,32.24,-95.81,TX,7450,13842,3,2,1845,7,2018,207416.93
75754,32.42,-95.66,TX,7961,12877,4,3,2148,40,2018,198294.3
75755,32.63,-95.09,TX,4576,11142,4,2,2250,8,2018,135102.79
75756,32.3,-95.6,TX,4403,8805,3,2,1846,630,2018,176926.11
75757,32.12,-95.35,TX,13699,20975,3,3,2317,1277,2018,233055.72
75758,32.27,-95.5,TX,9726,20087,3,2,2172,1138,2018,185196.44
75765,32.64,-95.24,TX,7705,14687,3,2,1991,263,2018,149856.18
75766,31.95,-95.25,TX,25577,68589,3,2,2380,1372,2018,103162.01
75771,32.54,-95.43,TX,21260,37149,4,3,3402,1174,2018,190387.27
75773,32.68,-95.45,TX,13478,28283,3,2,2312,999,2018,155232
75778,32.3,-95.71,TX,2443,6956,3,2,1600,2490,2018,144833.43
75783,32.82,-95.42,TX,8316,15807,3,2,1747,675,2018,146792.89
75789,32.11,-95.09,TX,8919,15160,3,2,1972,646,2018,161885.16
75790,32.53,-95.64,TX,3383,9757,3,2,2005,883,2018,142200.63
75791,32.22,-95.22,TX,14093,23997,4,3,5134,1189,2018,176227.05
75792,32.47,-95.11,TX,3134,7572,4,3,2563,1418,2018,136340.63
75801,31.74,-95.55,TX,15740,37868,3,2,2151,1593,2018,103100.43
75803,31.88,-95.67,TX,21941,32395,3,2,1749,2602,2018,119106.65
75831,31.46,-96.02,TX,4981,10129,3,2,1534,15,2018,160645.48
75833,31.26,-95.84,TX,2223,7033,3,2,1883,18,2018,165648.37
75835,31.3,-95.49,TX,11597,27371,3,2,1943,710,2018,113402.04
75839,31.62,-95.56,TX,6001,10881,3,2,1671,1372,2018,131413.11
75840,31.78,-96.09,TX,6504,14294,3,2,2037,635,2018,129520.68
75844,31.52,-95.43,TX,4622,10561,3,2,2072,369,2018,142803.33
75845,31.09,-95.09,TX,2105,6038,3,2,1916,1,2018,124723.39
75852,30.99,-95.72,TX,3306,4131,3,2,1733,13,2018,198366
75859,31.88,-96.26,TX,2125,3852,3,2,2145,18,2018,239216.33
75860,31.62,-96.25,TX,6248,12077,3,2,1963,1851,2018,112785.73
75862,30.96,-95.33,TX,10245,23224,3,2,1698,3318,2018,110656.27
75901,31.3,-94.65,TX,28979,69903,3,2,2002,2179,2018,115820.37
75904,31.34,-94.83,TX,34663,82321,3,2,2095,1425,2018,123881.5
75929,31.24,-94.2,TX,1553,2855,2,2,1812,1008,2018,150378.56
75931,31.1,-93.99,TX,1821,4261,3,3,2088,950,2018,156609.87
75932,31.06,-93.61,TX,1343,2546,3,2,1787,2027,2018,130457.59
75933,30.55,-93.82,TX,1624,2921,3,2,1536,9,2018,93263.94
75935,31.73,-94.2,TX,12426,32896,3,2,1925,1025,2018,130851.54
75938,30.93,-94.36,TX,2217,4947,2,2,1304,3,2018,113771.72
75941,31.18,-94.76,TX,8470,19338,3,2,2264,680,2018,106142.31
75946,31.81,-94.52,TX,3714,6953,2,2,1747,10,2018,143944.37
75949,31.23,-94.52,TX,8469,16069,3,2,1739,4,2018,136635.64
75951,30.93,-94.06,TX,15026,36652,3,2,2214,789,2018,115410.32
75954,31.92,-94.06,TX,2550,6771,3,2,1258,1,2018,132370.53
75956,30.67,-93.97,TX,8275,13534,3,2,1880,11,2018,120642.09
75961,31.56,-94.51,TX,14909,36491,4,2,2120,429,2018,115726.28
75964,31.63,-94.75,TX,19889,45775,3,3,2108,1681,2018,116401.23
75965,31.73,-94.63,TX,18231,32922,3,3,2407,163,2018,173351.56
75966,30.84,-93.73,TX,4462,9879,4,3,2900,14,2018,93369.44
75969,31.45,-94.9,TX,3719,8048,3,2,1746,1566,2018,137936.54
75972,31.49,-94.12,TX,6190,14813,3,2,2080,130,2018,145213.69
75973,31.72,-93.93,TX,2809,4810,3,2,1477,21,2018,164155.78
75974,31.96,-94.24,TX,3296,6799,2,2,2719,16,2018,123405.13
75975,31.9,-94.41,TX,3868,7059,4,2,2347,14,2018,147221.92
75979,30.77,-94.4,TX,12023,17317,3,2,1776,443,2018,104158.45
75980,31.12,-94.35,TX,2407,4516,2,2,1323,473,2018,101671.43
76001,32.63,-97.15,TX,37134,62474,4,3,2411,6175,2018,222349.76
76002,32.62,-97.09,TX,34402,64915,4,2,2272,7031,2018,220859.4
76006,32.79,-97.1,TX,24547,71871,3,3,2558,4089,2018,257024.98
76008,32.68,-97.63,TX,22091,19648,4,3,2884,4521,2018,356530.68
76009,32.42,-97.2,TX,20751,47032,3,2,2028,2747,2018,173008.92
76010,32.72,-97.08,TX,57448,165199,3,2,1564,6281,2018,137642.33
76011,32.75,-97.08,TX,21701,73189,3,2,1574,4197,2018,136786.63
76012,32.75,-97.14,TX,28750,57772,4,3,2521,5111,2018,216880.62
76013,32.72,-97.16,TX,34457,70435,4,2,2015,5064,2018,199660.43
76014,32.69,-97.09,TX,32460,105122,3,2,1532,7692,2018,153935.7
76015,32.69,-97.13,TX,17629,44058,3,2,1772,5660,2018,170714.72
76016,32.69,-97.19,TX,31008,50829,4,3,2505,5086,2018,223256.18
76017,32.66,-97.16,TX,45429,91671,4,3,2281,5496,2018,201802.22
76018,32.66,-97.09,TX,28553,65555,3,2,1861,6216,2018,181064.2
76020,32.9,-97.56,TX,32443,54443,3,2,1998,2056,2018,210495.4
76021,32.85,-97.13,TX,35401,64096,3,2,2039,5400,2018,255916.04
76022,32.83,-97.15,TX,14224,32413,3,2,1725,5228,2018,191815.04
76023,33.05,-97.6,TX,7203,12541,3,3,2255,377,2018,250358.43
76028,32.53,-97.3,TX,74217,112463,3,3,2208,4284,2018,218873.98
76031,32.35,-97.33,TX,18996,38907,3,2,1883,2916,2018,148429.44
76033,32.29,-97.52,TX,26174,55260,3,2,1918,3874,2018,159724.88
76034,32.89,-97.15,TX,25717,24511,4,5,4460,769,2018,518978.29
76035,32.56,-97.64,TX,2844,2877,3,2,2331,4,2018,311804.92
76036,32.57,-97.41,TX,29594,52998,3,2,2173,3488,2018,208295.12
76039,32.86,-97.08,TX,40657,70815,3,2,1709,6206,2018,232982.67
76040,32.82,-97.1,TX,30787,74509,3,3,2120,5192,2018,223626.11
76043,32.2,-97.76,TX,7094,12991,3,3,2386,1777,2018,227485.11
76044,32.43,-97.54,TX,6466,8018,4,3,2411,1103,2018,263831.24
76048,32.41,-97.8,TX,25691,52038,3,2,1967,3059,2018,199890.38
76049,32.47,-97.71,TX,29154,48229,3,3,2390,2647,2018,255473.24
76050,32.27,-97.16,TX,6760,11622,3,2,2356,845,2018,202976.23
76051,32.94,-97.08,TX,50066,76956,3,3,2265,5712,2018,339184.12
76052,32.98,-97.38,TX,26240,25013,4,3,2508,5141,2018,281207.79
76053,32.82,-97.18,TX,31513,74829,3,2,1712,6501,2018,187380.58
76054,32.86,-97.18,TX,11989,17626,4,3,2650,6364,2018,265463.6
76055,32.16,-97.15,TX,3255,6055,3,2,1797,2557,2018,118232.48
76058,32.47,-97.43,TX,20702,40768,3,2,1938,1637,2018,202389
76059,32.39,-97.33,TX,4982,12441,3,2,1546,2901,2018,148789
76060,32.64,-97.22,TX,8183,16125,4,2,2244,5037,2018,254790.6
76063,32.57,-97.14,TX,76867,110430,4,3,2737,5708,2018,277871.99
76064,32.31,-97.03,TX,1999,3264,4,3,2695,23,2018,233442.39
76065,32.47,-96.99,TX,40814,51914,4,3,2687,5017,2018,289439.08
76067,32.8,-98.14,TX,20420,47126,4,2,1789,2362,2018,101864.65
76070,32.24,-97.65,TX,814,713,4,3,2708,5,2018,309055.68
76071,33.01,-97.48,TX,4242,7385,4,2,2163,2795,2018,216900.23
76073,33.1,-97.73,TX,6443,9178,3,2,2244,3,2018,280859.97
76082,32.97,-97.72,TX,22082,37748,4,2,2094,1287,2018,246833.66
76085,32.85,-97.7,TX,11143,20528,4,2,2193,802,2018,277303.21
76086,32.75,-97.79,TX,21054,49389,3,2,1808,3203,2018,173823.73
76087,32.67,-97.79,TX,28779,46379,4,3,2968,1643,2018,296490.26
76088,32.85,-97.9,TX,14669,21008,4,3,2323,126,2018,290734.89
76092,32.96,-97.15,TX,31276,27115,5,5,5236,813,2018,657510.5
76093,32.21,-97.4,TX,3239,4500,3,3,1926,3,2018,165799.76
76102,32.76,-97.33,TX,10650,17634,2,2,1658,1880,2018,237443.08
76103,32.75,-97.27,TX,17363,38295,3,2,1611,4862,2018,129798.81
76104,32.73,-97.32,TX,18956,56394,3,2,1586,5797,2018,89586.36
76105,32.72,-97.27,TX,24277,76691,3,2,1399,6226,2018,82972.19
76106,32.81,-97.35,TX,37437,103883,3,2,1425,6716,2018,102698.01
76107,32.74,-97.38,TX,29929,59357,3,3,2332,4794,2018,266400.96
76108,32.78,-97.52,TX,44125,83961,3,2,2054,5462,2018,181002.43
76109,32.7,-97.38,TX,24606,30322,4,3,2773,4073,2018,409189.96
76110,32.71,-97.34,TX,33505,77452,3,2,1827,5722,2018,140925.75
76111,32.78,-97.3,TX,21591,58797,3,2,1763,5746,2018,126636.97
76112,32.75,-97.22,TX,42404,129028,3,2,1807,4404,2018,143610.6
76114,32.77,-97.4,TX,27683,64954,4,3,2209,4551,2018,133850.94
76115,32.68,-97.33,TX,21824,64057,3,2,1360,6384,2018,93968.18
76116,32.72,-97.45,TX,49319,124420,3,2,2027,4485,2018,191251.94
76117,32.8,-97.27,TX,32438,87850,3,2,1643,6483,2018,133071.8
76118,32.8,-97.2,TX,16674,33317,3,2,2130,4425,2018,202367.99
76119,32.69,-97.26,TX,51037,149353,3,2,1511,6644,2018,100184.79
76120,32.77,-97.18,TX,20518,47782,3,2,2243,4608,2018,191867.62
76123,32.62,-97.4,TX,38575,66511,4,3,2482,6373,2018,199034.85
76126,32.64,-97.52,TX,24946,34174,4,3,2586,4454,2018,245680.34
76131,32.88,-97.35,TX,47569,67305,4,3,2238,6085,2018,227060.94
76132,32.67,-97.42,TX,26437,57600,4,4,3748,2802,2018,299695.79
76133,32.65,-97.38,TX,54186,121891,3,2,1870,6842,2018,162864.72
76134,32.64,-97.33,TX,29208,69845,3,2,1915,6304,2018,153124.75
76135,32.84,-97.47,TX,18939,44091,3,2,2039,3780,2018,176335.36
76137,32.86,-97.29,TX,59273,114470,3,2,2115,6245,2018,206385.83
76140,32.62,-97.27,TX,31703,78114,4,2,2158,4484,2018,155487.92
76148,32.87,-97.25,TX,24578,50855,3,2,1345,7137,2018,168581.81
76179,32.91,-97.44,TX,70425,93746,4,3,2503,5165,2018,217873.43
76180,32.84,-97.22,TX,36974,81365,3,2,2064,4596,2018,209683.86
76182,32.88,-97.21,TX,30911,47766,4,3,2402,7324,2018,260005.39
76201,33.22,-97.15,TX,28415,67582,3,2,1579,5790,2018,181818.18
76205,33.19,-97.13,TX,20365,47642,4,2,2093,5060,2018,227075.53
76207,33.22,-97.19,TX,15961,28551,3,3,1856,5257,2018,258126.51
76208,33.21,-97.06,TX,26598,46446,4,3,2634,5668,2018,280559.36
76209,33.23,-97.11,TX,26660,62663,3,2,1606,5428,2018,190841.21
76210,33.15,-97.1,TX,44367,65957,4,3,2620,6646,2018,252766.39
76225,33.37,-97.67,TX,3193,5774,3,2,1938,1176,2018,214537.72
76226,33.11,-97.17,TX,34829,26582,4,4,3434,4325,2018,394630.96
76227,33.27,-96.99,TX,43088,50228,4,3,2425,5822,2018,260325.6
76230,33.52,-97.94,TX,9921,19588,3,2,1668,1626,2018,121321.95
76233,33.54,-96.9,TX,3535,6265,3,2,1999,2436,2018,203956.93
76234,33.28,-97.51,TX,19147,32059,3,3,2383,1216,2018,269187.63
76240,33.66,-97.18,TX,29209,56682,3,2,2010,2723,2018,160414.6
76244,32.93,-97.28,TX,74884,96038,4,3,2476,5875,2018,256757.93
76247,33.1,-97.33,TX,16511,24631,4,3,2623,4407,2018,253981.06
76248,32.93,-97.23,TX,40553,43697,4,3,3055,4551,2018,373292.21
76249,33.28,-97.3,TX,9235,14419,3,2,2260,4332,2018,226527.73
76252,33.68,-97.39,TX,2424,5562,4,3,2733,2174,2018,203566.3
76255,33.82,-97.72,TX,5514,11307,4,3,2212,557,2018,114539.57
76258,33.37,-96.92,TX,7056,13571,3,3,2578,2087,2018,240722.69
76259,33.2,-97.32,TX,5469,8934,4,2,1923,4579,2018,253153.34
76262,33.01,-97.22,TX,40159,45719,4,4,3563,3642,2018,375825.71
76265,33.74,-97.54,TX,1529,3457,3,2,1961,3472,2018,131180.88
76266,33.37,-97.22,TX,17658,29107,3,2,2114,3972,2018,231166.95
76270,33.45,-97.76,TX,1697,3703,3,2,2012,16,2018,272425.31
76271,33.47,-96.91,TX,1873,2993,4,3,2580,4672,2018,224491.92
76273,33.75,-96.94,TX,9922,18340,4,3,2499,481,2018,185419.39
76301,33.91,-98.48,TX,15062,46861,3,1,1226,6502,2018,46925.95
76302,33.87,-98.48,TX,11423,27604,3,2,1144,8603,2018,107981.38
76306,33.95,-98.53,TX,14781,36801,3,1,1285,7177,2018,73166.72
76308,33.86,-98.54,TX,20028,41917,4,3,2608,1873,2018,131958.26
76309,33.9,-98.54,TX,14082,32740,3,2,2036,1764,2018,74954.77
76310,33.81,-98.51,TX,19279,33979,3,2,1986,9148,2018,148647.5
