zipcode,latitude,longitude,state,population,Net_Income,bedroom_number,bathroom_number,living_space,land_space,Year,Price
75124,32.33,-95.97,TX,5205,10203,3,2,1769,563,2023,298276.57
75125,32.53,-96.62,TX,7198,17287,3,2,1839,4659,2023,267896.57
75126,32.74,-96.45,TX,60232,63727,4,3,2279,5318,2023,346539.45
75134,32.62,-96.78,TX,19341,60643,4,2,2038,6413,2023,274250.26
75135,33.07,-96.23,TX,8075,12658,4,2,1875,3735,2023,356820.32
75137,32.63,-96.91,TX,19352,45779,4,3,2315,4378,2023,287344.06
75140,32.64,-95.69,TX,7365,15629,3,2,1897,606,2023,222904.46
75141,32.64,-96.69,TX,3868,10481,3,2,1616,3287,2023,242159.51
75142,32.57,-96.25,TX,22870,41859,4,2,2214,2647,2023,282982.03
75144,32.11,-96.21,TX,4030,6864,3,3,2172,2188,2023,199235.71
75146,32.58,-96.75,TX,24873,58738,3,2,2239,5571,2023,288253.64
75148,32.12,-96.01,TX,6237,14231,3,3,2210,522,2023,291387.15
75149,32.77,-96.62,TX,59225,150000,3,2,1590,5567,2023,247677.23
75150,32.82,-96.63,TX,64817,160064,4,2,1808,5887,2023,266254.39
75154,32.52,-96.81,TX,47111,84053,4,3,2426,4184,2023,346892.27
75156,32.29,-96.1,TX,16500,32193,3,2,1853,3482,2023,316204.38
75158,32.47,-96.39,TX,5496,7563,3,2,2092,482,2023,339938.94
75159,32.61,-96.54,TX,22514,41339,4,2,2118,2111,2023,287143.39
75160,32.76,-96.3,TX,24465,61824,3,2,2187,3174,2023,258464.61
75161,32.74,-96.17,TX,8040,13101,3,2,1878,7,2023,326841.42
75163,32.17,-96.11,TX,2450,4565,3,2,2133,1735,2023,359387.77
75165,32.37,-96.8,TX,47183,86396,4,3,2376,5168,2023,333616.28
75166,33.02,-96.45,TX,5589,6009,4,3,2715,5106,2023,387605.41
75167,32.36,-96.92,TX,12332,15079,4,3,2776,1576,2023,456916.36
75169,32.7,-96,TX,14496,33066,3,2,2000,1267,2023,252134.76
75172,32.6,-96.67,TX,5248,13351,3,2,1092,5213,2023,203212.8
75180,32.72,-96.62,TX,26560,65779,3,2,1723,5095,2023,230087.93
75181,32.73,-96.56,TX,27336,54597,4,3,2156,5754,2023,329361.78
75182,32.8,-96.55,TX,7647,7442,4,3,23709,386,2023,636919.97
75189,32.95,-96.31,TX,35243,45204,4,3,2276,5231,2023,352560.67
75201,32.79,-96.8,TX,17491,21092,2,3,2459,1861,2023,836620.06
75202,32.78,-96.8,TX,2212,4612,2,2,1273,1,2023,309510.81
75203,32.74,-96.8,TX,16455,43282,3,2,1726,4665,2023,203655.14
75204,32.8,-96.79,TX,31860,55967,2,3,2295,2128,2023,491783.08
75205,32.84,-96.8,TX,24804,19355,4,5,4573,3904,2023,1716398.65
75206,32.83,-96.77,TX,38209,57181,3,3,2247,5718,2023,547033.48
75208,32.75,-96.84,TX,29941,71152,3,3,2049,5847,2023,411282.78
75209,32.85,-96.83,TX,14205,23756,3,3,2911,5056,2023,846092.43
75210,32.77,-96.75,TX,9270,28022,4,2,1402,4419,2023,139193.34
75211,32.74,-96.9,TX,75213,194248,3,2,1477,6482,2023,233564.77
75212,32.78,-96.88,TX,26673,80059,3,3,1762,5230,2023,230956.77
75214,32.83,-96.74,TX,33621,47441,3,3,2619,6215,2023,711708.98
75215,32.75,-96.76,TX,17960,57310,3,2,1525,4736,2023,161714.36
75216,32.71,-96.78,TX,55108,173753,3,2,1446,6820,2023,176048.5
75217,32.71,-96.68,TX,87767,245254,3,2,1368,5317,2023,204618.16
75218,32.84,-96.7,TX,21355,38855,3,3,2298,5727,2023,499340.78
75219,32.81,-96.81,TX,24100,47949,2,3,2117,1679,2023,379239.7
75220,32.87,-96.88,TX,40671,101351,4,4,3997,5072,2023,430734.87
75223,32.79,-96.75,TX,14270,38533,3,2,1693,6786,2023,240010.67
75224,32.71,-96.84,TX,36373,96403,3,2,1537,5219,2023,239881.35
75225,32.87,-96.79,TX,21703,20210,4,4,3831,4246,2023,1532262.69
75226,32.78,-96.78,TX,5133,7498,0,1,1035,937,2023,336919.78
75227,32.77,-96.69,TX,58395,166856,3,3,1891,5585,2023,225729.99
75228,32.82,-96.68,TX,71450,189159,3,2,1717,6494,2023,278755.97
75229,32.89,-96.87,TX,32924,61631,4,4,3762,2625,2023,614791.71
75230,32.9,-96.79,TX,26335,42207,4,4,3721,1254,2023,786587.33
75231,32.88,-96.75,TX,38823,110106,2,3,1760,2081,2023,237278.15
75232,32.66,-96.84,TX,33561,92669,3,2,1782,4164,2023,244476.58
75233,32.7,-96.87,TX,16743,37773,4,2,1905,4758,2023,301706.26
75234,32.92,-96.89,TX,32728,79999,3,3,2086,4460,2023,348664.29
75235,32.83,-96.85,TX,19042,46939,2,2,1500,6452,2023,250008.39
75236,32.69,-96.93,TX,17545,48027,3,2,1847,5800,2023,270703.02
75237,32.66,-96.87,TX,18823,64572,4,2,1886,7995,2023,273370.79
75238,32.88,-96.71,TX,31953,59210,4,3,2330,6694,2023,549749.83
75240,32.93,-96.79,TX,26442,64460,3,3,2304,4179,2023,375336.26
75241,32.67,-96.76,TX,31749,105116,3,2,1489,5933,2023,215346.67
75243,32.91,-96.74,TX,65118,186425,3,3,1923,3340,2023,271538.1
75244,32.93,-96.84,TX,12806,19634,4,3,2813,2753,2023,620102.31
75246,32.79,-96.77,TX,2307,6549,3,3,2093,5980,2023,352234.26
75248,32.97,-96.8,TX,36317,55309,3,3,3008,4178,2023,542839.91
75249,32.64,-96.96,TX,17629,34126,4,2,2037,7201,2023,291823.69
75252,33,-96.79,TX,27310,46230,4,3,2853,5299,2023,571772.69
75253,32.67,-96.61,TX,24090,53014,4,2,2221,3568,2023,267956.08
75254,32.95,-96.8,TX,24047,57576,3,4,3163,458,2023,252725.58
75287,33,-96.84,TX,51855,122823,3,3,2653,5192,2023,450547.44
75401,33.19,-96.12,TX,21087,50753,3,2,1599,5078,2023,189663.5
75402,33.07,-96.09,TX,18412,30152,4,2,2119,2358,2023,280570.94
75407,33.15,-96.49,TX,24864,39251,4,2,1886,4725,2023,339432.45
75409,33.35,-96.53,TX,20437,26423,4,3,2218,5870,2023,360144.85
75414,33.63,-96.43,TX,2989,5846,3,3,2507,6,2023,341468.16
75416,33.67,-95.35,TX,2890,6237,3,2,1874,1752,2023,217548.57
75417,33.44,-95.13,TX,2479,5107,3,2,2216,635,2023,152399.89
75418,33.57,-96.18,TX,14726,23918,4,3,2509,2864,2023,216554.98
75422,33.14,-95.93,TX,2862,5406,3,2,1765,418,2023,355896.84
75423,33.29,-96.2,TX,3055,5013,4,3,2127,629,2023,330128.71
75426,33.66,-95.01,TX,3774,14482,3,2,1686,2268,2023,98848.55
75428,33.27,-95.92,TX,11000,20522,3,2,1778,2837,2023,200464.88
75432,33.39,-95.67,TX,3055,7141,3,2,2371,959,2023,152611.36
75435,33.5,-95.3,TX,1137,2146,3,2,1578,12,2023,156983.25
75436,33.74,-95.25,TX,2155,4661,4,2,2175,2931,2023,191676.53
75438,33.61,-96.07,TX,953,1976,3,2,1781,0,2023,309345.05
75440,32.88,-95.75,TX,6665,12782,3,3,2380,532,2023,310281.81
75446,33.61,-95.89,TX,3536,6710,3,2,1854,521,2023,203726.2
75447,33.76,-96.12,TX,1067,2138,3,3,3018,21,2023,341554.06
75449,33.42,-95.95,TX,1165,2214,2,2,1643,1,2023,171981.29
75452,33.39,-96.24,TX,4688,8079,3,2,1894,1127,2023,309145.63
75453,33,-95.93,TX,2757,6466,3,2,1944,4,2023,284649.56
75454,33.28,-96.56,TX,15341,13172,4,3,2613,5648,2023,454596.07
75455,33.22,-94.98,TX,26687,70314,3,2,2211,1251,2023,218076.69
75457,33.17,-95.21,TX,6228,14351,3,3,2148,630,2023,257596.87
75459,33.53,-96.68,TX,5709,9030,3,3,2278,4,2023,305551.03
75460,33.66,-95.6,TX,24287,64165,3,2,1729,4551,2023,127187.31
75462,33.62,-95.48,TX,11232,21316,3,3,2366,1720,2023,265361.51
75473,33.81,-95.48,TX,3773,6869,3,3,2454,5,2023,270628.93
75479,33.63,-96.34,TX,2122,3981,3,2,1745,1,2023,267443.89
75486,33.76,-95.75,TX,2442,4647,3,2,2034,2,2023,284497.46
75490,33.44,-96.31,TX,2891,4015,3,3,2086,1018,2023,384833.24
75491,33.5,-96.39,TX,4914,9001,4,3,2670,1242,2023,321237.74
75494,32.91,-95.26,TX,10785,23489,3,2,1886,1343,2023,252629.3
75495,33.43,-96.55,TX,9208,12958,4,3,2452,4901,2023,421069.01
75496,33.36,-96.07,TX,3578,6613,3,2,1860,1918,2023,251688.84
75497,32.92,-95.58,TX,3623,7041,3,2,2421,268,2023,400291.25
75501,33.37,-94.13,TX,35111,89338,3,2,2040,1873,2023,140653
75503,33.51,-94.13,TX,27361,50219,4,3,2837,1073,2023,243219.07
75551,33.12,-94.2,TX,11040,23098,3,2,2007,8,2023,161936.19
75554,33.59,-94.79,TX,2078,3036,3,2,1769,15,2023,174777.81
75555,32.95,-94.14,TX,1424,3187,4,3,2861,11,2023,188145.28
75559,33.5,-94.64,TX,5392,12020,3,2,1499,1,2023,166163.84
75561,33.52,-94.28,TX,4626,12021,3,8,2192,5,2023,149999.08
75563,33.02,-94.39,TX,3816,9149,3,2,1652,953,2023,131749.2
75568,33.2,-94.59,TX,2873,6894,3,2,2097,29,2023,143284.05
75569,33.44,-94.12,TX,3478,9695,3,2,1297,10018,2023,154762.44
75570,33.46,-94.44,TX,11162,18761,3,3,2411,487,2023,156069.1
75571,33.21,-94.76,TX,2367,6109,4,2,1959,1604,2023,170585.74
75572,33.23,-94.13,TX,3474,8555,3,2,1835,1184,2023,154290.81
75601,32.51,-94.72,TX,15683,35174,3,3,2601,3230,2023,200210.68
75602,32.46,-94.66,TX,21024,58327,3,2,2236,3320,2023,126407.84
75603,32.4,-94.72,TX,6733,12598,4,3,1960,3,2023,227943.26
75604,32.51,-94.83,TX,30349,70042,4,2,2255,1419,2023,216446.88
75605,32.58,-94.72,TX,33730,57649,4,3,2714,1334,2023,276448.03
75630,32.88,-94.56,TX,2306,5016,3,2,1903,2084,2023,150060.49
75633,32.13,-94.28,TX,12799,28256,3,2,2166,197,2023,182092.78
75638,33.02,-94.73,TX,5001,13795,3,2,1960,706,2023,148580.83
75640,32.72,-94.68,TX,5791,8535,3,2,2187,6,2023,272246.83
75647,32.52,-94.96,TX,12405,29682,3,2,2258,723,2023,201157.52
75650,32.52,-94.55,TX,9239,17812,4,3,2516,923,2023,277765.2
75656,33.01,-94.59,TX,4768,10289,3,2,1782,5,2023,153076.77
75657,32.79,-94.3,TX,7366,18846,3,2,1693,716,2023,151809.88
75662,32.38,-94.88,TX,25153,51436,3,3,2224,998,2023,198347.35
75667,31.99,-94.84,TX,1457,2487,3,2,1706,17,2023,208673.05
75670,32.56,-94.42,TX,18855,46582,3,2,1725,4195,2023,91192.65
75672,32.47,-94.29,TX,16700,33747,3,2,1984,1002,2023,192437.76
75681,31.94,-94.68,TX,2563,5865,3,2,2347,21,2023,195477.88
75683,32.82,-94.74,TX,3998,8584,3,2,1728,4803,2023,150437.59
75686,32.97,-94.95,TX,13396,30967,3,3,2410,251,2023,201831.27
75692,32.47,-94.12,TX,4698,10363,3,2,1739,456,2023,184678.52
75693,32.53,-94.86,TX,6353,12228,3,2,1921,1730,2023,238649.56
75701,32.32,-95.3,TX,34296,81466,3,3,2233,4110,2023,220163.78
75702,32.36,-95.31,TX,28236,84110,3,2,1551,4285,2023,138563.3
75703,32.24,-95.32,TX,42414,85472,4,3,3089,1617,2023,343677.24
75704,32.41,-95.44,TX,9575,22167,4,2,2408,1508,2023,237046.97
75706,32.47,-95.3,TX,10142,25849,3,2,2049,2,2023,224754.48
75707,32.3,-95.17,TX,14455,30203,3,3,2332,1312,2023,307250.99
75708,32.41,-95.21,TX,10419,21917,3,2,1522,25,2023,166394.92
75709,32.31,-95.39,TX,4596,13186,4,4,3123,2,2023,277009.72
75751,32.08,-95.92,TX,17098,42991,4,3,2220,939,2023,194270.7
75752,32.24,-95.81,TX,7450,13842,3,2,1845,7,2023,313543.08
75754,32.42,-95.66,TX,7961,12877,4,3,2148,40,2023,292227.96
75755,32.63,-95.09,TX,4576,11142,4,2,2250,8,2023,218242.28
75756,32.3,-95.6,TX,4403,8805,3,2,1846,630,2023,273301.99
75757,32.12,-95.35,TX,13699,20975,3,3,2317,1277,2023,356949.35
75758,32.27,-95.5,TX,9726,20087,3,2,2172,1138,2023,271947.72
75765,32.64,-95.24,TX,7705,14687,3,2,1991,263,2023,265566.22
75766,31.95,-95.25,TX,25577,68589,3,2,2380,1372,2023,186839.01
75771,32.54,-95.43,TX,21260,37149,4,3,3402,1174,2023,299966.85
75773,32.68,-95.45,TX,13478,28283,3,2,2312,999,2023,261297.82
75778,32.3,-95.71,TX,2443,6956,3,2,1600,2490,2023,223462.24
75783,32.82,-95.42,TX,8316,15807,3,2,1747,675,2023,239693.95
75789,32.11,-95.09,TX,8919,15160,3,2,1972,646,2023,265360.8
75790,32.53,-95.64,TX,3383,9757,3,2,2005,883,2023,232135.57
75791,32.22,-95.22,TX,14093,23997,4,3,5134,1189,2023,277594.83
75792,32.47,-95.11,TX,3134,7572,4,3,2563,1418,2023,206166.16
75801,31.74,-95.55,TX,15740,37868,3,2,2151,1593,2023,166818.52
75803,31.88,-95.67,TX,21941,32395,3,2,1749,2602,2023,194089.59
75831,31.46,-96.02,TX,4981,10129,3,2,1534,15,2023,240891.74
75833,31.26,-95.84,TX,2223,7033,3,2,1883,18,2023,229365.53
75835,31.3,-95.49,TX,11597,27371,3,2,1943,710,2023,150445.7
75839,31.62,-95.56,TX,6001,10881,3,2,1671,1372,2023,218367.36
75840,31.78,-96.09,TX,6504,14294,3,2,2037,635,2023,208732.93
75844,31.52,-95.43,TX,4622,10561,3,2,2072,369,2023,201417.92
75845,31.09,-95.09,TX,2105,6038,3,2,1916,1,2023,181294.65
75852,30.99,-95.72,TX,3306,4131,3,2,1733,13,2023,327043.55
75859,31.88,-96.26,TX,2125,3852,3,2,2145,18,2023,402162.86
75860,31.62,-96.25,TX,6248,12077,3,2,1963,1851,2023,167317.24
75862,30.96,-95.33,TX,10245,23224,3,2,1698,3318,2023,164694.44
75901,31.3,-94.65,TX,28979,69903,3,2,2002,2179,2023,183327.86
75904,31.34,-94.83,TX,34663,82321,3,2,2095,1425,2023,191879.55
75929,31.24,-94.2,TX,1553,2855,2,2,1812,1008,2023,188078.71
75931,31.1,-93.99,TX,1821,4261,3,3,2088,950,2023,244948.92
75932,31.06,-93.61,TX,1343,2546,3,2,1787,2027,2023,210111.7
75933,30.55,-93.82,TX,1624,2921,3,2,1536,9,2023,128475.71
75935,31.73,-94.2,TX,12426,32896,3,2,1925,1025,2023,169817.91
75938,30.93,-94.36,TX,2217,4947,2,2,1304,3,2023,155716.67
75941,31.18,-94.76,TX,8470,19338,3,2,2264,680,2023,166062.65
75946,31.81,-94.52,TX,3714,6953,2,2,1747,10,2023,210543.17
75949,31.23,-94.52,TX,8469,16069,3,2,1739,4,2023,203957.49
75951,30.93,-94.06,TX,15026,36652,3,2,2214,789,2023,146746.6
75954,31.92,-94.06,TX,2550,6771,3,2,1258,1,2023,177224.57
75956,30.67,-93.97,TX,8275,13534,3,2,1880,11,2023,158891.04
75961,31.56,-94.51,TX,14909,36491,4,2,2120,429,2023,167108.67
75964,31.63,-94.75,TX,19889,45775,3,3,2108,1681,2023,169146.63
75965,31.73,-94.63,TX,18231,32922,3,3,2407,163,2023,253198.81
75966,30.84,-93.73,TX,4462,9879,4,3,2900,14,2023,128844.35
75969,31.45,-94.9,TX,3719,8048,3,2,1746,1566,2023,212760.59
75972,31.49,-94.12,TX,6190,14813,3,2,2080,130,2023,156744.24
75973,31.72,-93.93,TX,2809,4810,3,2,1477,21,2023,221726.55
75974,31.96,-94.24,TX,3296,6799,2,2,2719,16,2023,175598.86
75975,31.9,-94.41,TX,3868,7059,4,2,2347,14,2023,206611.49
75979,30.77,-94.4,TX,12023,17317,3,2,1776,443,2023,137854.55
75980,31.12,-94.35,TX,2407,4516,2,2,1323,473,2023,155619.36
76001,32.63,-97.15,TX,37134,62474,4,3,2411,6175,2023,348685.9
76002,32.62,-97.09,TX,34402,64915,4,2,2272,7031,2023,346306.68
76006,32.79,-97.1,TX,24547,71871,3,3,2558,4089,2023,393565.68
76008,32.68,-97.63,TX,22091,19648,4,3,2884,4521,2023,525848.88
76009,32.42,-97.2,TX,20751,47032,3,2,2028,2747,2023,286134.3
76010,32.72,-97.08,TX,57448,165199,3,2,1564,6281,2023,231225.89
76011,32.75,-97.08,TX,21701,73189,3,2,1574,4197,2023,235867.97
76012,32.75,-97.14,TX,28750,57772,4,3,2521,5111,2023,333209.72
76013,32.72,-97.16,TX,34457,70435,4,2,2015,5064,2023,309747.62
76014,32.69,-97.09,TX,32460,105122,3,2,1532,7692,2023,258377.68
76015,32.69,-97.13,TX,17629,44058,3,2,1772,5660,2023,278063.32
76016,32.69,-97.19,TX,31008,50829,4,3,2505,5086,2023,343871.68
76017,32.66,-97.16,TX,45429,91671,4,3,2281,5496,2023,315495.7
76018,32.66,-97.09,TX,28553,65555,3,2,1861,6216,2023,293372.05
76020,32.9,-97.56,TX,32443,54443,3,2,1998,2056,2023,326127.62
76021,32.85,-97.13,TX,35401,64096,3,2,2039,5400,2023,384608.69
76022,32.83,-97.15,TX,14224,32413,3,2,1725,5228,2023,303380.2
76023,33.05,-97.6,TX,7203,12541,3,3,2255,377,2023,395217.2
76028,32.53,-97.3,TX,74217,112463,3,3,2208,4284,2023,337687.99
76031,32.35,-97.33,TX,18996,38907,3,2,1883,2916,2023,250725.1
76033,32.29,-97.52,TX,26174,55260,3,2,1918,3874,2023,256263.18
76034,32.89,-97.15,TX,25717,24511,4,5,4460,769,2023,805433.31
76035,32.56,-97.64,TX,2844,2877,3,2,2331,4,2023,453034.62
76036,32.57,-97.41,TX,29594,52998,3,2,2173,3488,2023,319765.88
76039,32.86,-97.08,TX,40657,70815,3,2,1709,6206,2023,348528.51
76040,32.82,-97.1,TX,30787,74509,3,3,2120,5192,2023,344129.48
76043,32.2,-97.76,TX,7094,12991,3,3,2386,1777,2023,355910.18
76044,32.43,-97.54,TX,6466,8018,4,3,2411,1103,2023,425659.05
76048,32.41,-97.8,TX,25691,52038,3,2,1967,3059,2023,314833.95
76049,32.47,-97.71,TX,29154,48229,3,3,2390,2647,2023,399298.27
76050,32.27,-97.16,TX,6760,11622,3,2,2356,845,2023,355344.24
76051,32.94,-97.08,TX,50066,76956,3,3,2265,5712,2023,504127.41
76052,32.98,-97.38,TX,26240,25013,4,3,2508,5141,2023,415596.9
76053,32.82,-97.18,TX,31513,74829,3,2,1712,6501,2023,293227.95
76054,32.86,-97.18,TX,11989,17626,4,3,2650,6364,2023,398052.44
76055,32.16,-97.15,TX,3255,6055,3,2,1797,2557,2023,197938.26
76058,32.47,-97.43,TX,20702,40768,3,2,1938,1637,2023,322921.52
76059,32.39,-97.33,TX,4982,12441,3,2,1546,2901,2023,247967.54
76060,32.64,-97.22,TX,8183,16125,4,2,2244,5037,2023,384384.84
76063,32.57,-97.14,TX,76867,110430,4,3,2737,5708,2023,421498.25
76064,32.31,-97.03,TX,1999,3264,4,3,2695,23,2023,342240.54
76065,32.47,-96.99,TX,40814,51914,4,3,2687,5017,2023,443656.99
76067,32.8,-98.14,TX,20420,47126,4,2,1789,2362,2023,190384.82
76070,32.24,-97.65,TX,814,713,4,3,2708,5,2023,512640.45
76071,33.01,-97.48,TX,4242,7385,4,2,2163,2795,2023,325560.86
76073,33.1,-97.73,TX,6443,9178,3,2,2244,3,2023,460144.24
76082,32.97,-97.72,TX,22082,37748,4,2,2094,1287,2023,383531.6
76085,32.85,-97.7,TX,11143,20528,4,2,2193,802,2023,435518.73
76086,32.75,-97.79,TX,21054,49389,3,2,1808,3203,2023,271171.91
76087,32.67,-97.79,TX,28779,46379,4,3,2968,1643,2023,439716.96
76088,32.85,-97.9,TX,14669,21008,4,3,2323,126,2023,435856.17
76092,32.96,-97.15,TX,31276,27115,5,5,5236,813,2023,1094517.93
76093,32.21,-97.4,TX,3239,4500,3,3,1926,3,2023,266604.11
76102,32.76,-97.33,TX,10650,17634,2,2,1658,1880,2023,305802.8
76103,32.75,-97.27,TX,17363,38295,3,2,1611,4862,2023,221319.13
76104,32.73,-97.32,TX,18956,56394,3,2,1586,5797,2023,169651.36
76105,32.72,-97.27,TX,24277,76691,3,2,1399,6226,2023,158742.19
76106,32.81,-97.35,TX,37437,103883,3,2,1425,6716,2023,178624.02
76107,32.74,-97.38,TX,29929,59357,3,3,2332,4794,2023,360152.84
76108,32.78,-97.52,TX,44125,83961,3,2,2054,5462,2023,287744.14
76109,32.7,-97.38,TX,24606,30322,4,3,2773,4073,2023,568034.44
76110,32.71,-97.34,TX,33505,77452,3,2,1827,5722,2023,217022.96
76111,32.78,-97.3,TX,21591,58797,3,2,1763,5746,2023,212777.1
76112,32.75,-97.22,TX,42404,129028,3,2,1807,4404,2023,242943.27
76114,32.77,-97.4,TX,27683,64954,4,3,2209,4551,2023,226104.11
76115,32.68,-97.33,TX,21824,64057,3,2,1360,6384,2023,177720.98
76116,32.72,-97.45,TX,49319,124420,3,2,2027,4485,2023,287041.74
76117,32.8,-97.27,TX,32438,87850,3,2,1643,6483,2023,226994
76118,32.8,-97.2,TX,16674,33317,3,2,2130,4425,2023,320156.46
76119,32.69,-97.26,TX,51037,149353,3,2,1511,6644,2023,185360.68
76120,32.77,-97.18,TX,20518,47782,3,2,2243,4608,2023,310159.32
76123,32.62,-97.4,TX,38575,66511,4,3,2482,6373,2023,315901.71
76126,32.64,-97.52,TX,24946,34174,4,3,2586,4454,2023,366396.55
76131,32.88,-97.35,TX,47569,67305,4,3,2238,6085,2023,345525.73
76132,32.67,-97.42,TX,26437,57600,4,4,3748,2802,2023,432604.37
76133,32.65,-97.38,TX,54186,121891,3,2,1870,6842,2023,265482.48
76134,32.64,-97.33,TX,29208,69845,3,2,1915,6304,2023,255290.79
76135,32.84,-97.47,TX,18939,44091,3,2,2039,3780,2023,283840.64
76137,32.86,-97.29,TX,59273,114470,3,2,2115,6245,2023,325033.14
76140,32.62,-97.27,TX,31703,78114,4,2,2158,4484,2023,251188.96
76148,32.87,-97.25,TX,24578,50855,3,2,1345,7137,2023,271648
76179,32.91,-97.44,TX,70425,93746,4,3,2503,5165,2023,330550.35
76180,32.84,-97.22,TX,36974,81365,3,2,2064,4596,2023,323777.81
76182,32.88,-97.21,TX,30911,47766,4,3,2402,7324,2023,398991.39
76201,33.22,-97.15,TX,28415,67582,3,2,1579,5790,2023,279271.07
76205,33.19,-97.13,TX,20365,47642,4,2,2093,5060,2023,351339.61
76207,33.22,-97.19,TX,15961,28551,3,3,1856,5257,2023,372349.36
76208,33.21,-97.06,TX,26598,46446,4,3,2634,5668,2023,421029.86
76209,33.23,-97.11,TX,26660,62663,3,2,1606,5428,2023,292117.96
76210,33.15,-97.1,TX,44367,65957,4,3,2620,6646,2023,392800.75
76225,33.37,-97.67,TX,3193,5774,3,2,1938,1176,2023,342850.31
76226,33.11,-97.17,TX,34829,26582,4,4,3434,4325,2023,599819.51
76227,33.27,-96.99,TX,43088,50228,4,3,2425,5822,2023,388522.87
76230,33.52,-97.94,TX,9921,19588,3,2,1668,1626,2023,210606.39
76233,33.54,-96.9,TX,3535,6265,3,2,1999,2436,2023,329273.62
76234,33.28,-97.51,TX,19147,32059,3,3,2383,1216,2023,416184.87
76240,33.66,-97.18,TX,29209,56682,3,2,2010,2723,2023,256991.07
76244,32.93,-97.28,TX,74884,96038,4,3,2476,5875,2023,389730.39
76247,33.1,-97.33,TX,16511,24631,4,3,2623,4407,2023,397000.24
76248,32.93,-97.23,TX,40553,43697,4,3,3055,4551,2023,562082.4
76249,33.28,-97.3,TX,9235,14419,3,2,2260,4332,2023,352348.04
76252,33.68,-97.39,TX,2424,5562,4,3,2733,2174,2023,304467.16
76255,33.82,-97.72,TX,5514,11307,4,3,2212,557,2023,185681.45
76258,33.37,-96.92,TX,7056,13571,3,3,2578,2087,2023,391438.04
76259,33.2,-97.32,TX,5469,8934,4,2,1923,4579,2023,385367.55
76262,33.01,-97.22,TX,40159,45719,4,4,3563,3642,2023,576780.51
76265,33.74,-97.54,TX,1529,3457,3,2,1961,3472,2023,214757.39
76266,33.37,-97.22,TX,17658,29107,3,2,2114,3972,2023,355633.23
76270,33.45,-97.76,TX,1697,3703,3,2,2012,16,2023,458953.28
76271,33.47,-96.91,TX,1873,2993,4,3,2580,4672,2023,369688.06
76273,33.75,-96.94,TX,9922,18340,4,3,2499,481,2023,306045.66
76301,33.91,-98.48,TX,15062,46861,3,1,1226,6502,2023,74799.26
76302,33.87,-98.48,TX,11423,27604,3,2,1144,8603,2023,172809.95
76306,33.95,-98.53,TX,14781,36801,3,1,1285,7177,2023,123324.96
76308,33.86,-98.54,TX,20028,41917,4,3,2608,1873,2023,203288.26
76309,33.9,-98.54,TX,14082,32740,3,2,2036,1764,2023,118196.86
76310,33.81,-98.51,TX,19279,33979,3,2,1986,9148,2023,228799.24
76354,34.1,-98.62,TX,11825,24666,3,2,2273,0,2023,161177.25
76365,33.75,-98.21,TX,4491,9549,4,2,2235,1919,2023,160734.94
76374,33.35,-98.76,TX,3595,7431,3,2,1582,4634,2023,93415.74
76384,34.14,-99.32,TX,12304,28533,2,1,2294,2808,2023,91767.88
76401,32.28,-98.2,TX,29724,54848,3,2,2116,2216,2023,279904.77
76424,32.8,-98.89,TX,8552,17403,3,2,1777,1791,2023,141740.65
76431,33.31,-97.86,TX,4376,6948,3,3,2299,38,2023,342577.06
76433,32.31,-98.01,TX,1934,2023,3,3,2165,8,2023,445968.82
76437,32.39,-99.02,TX,5593,12217,3,2,1628,1954,2023,121316.49
76442,31.89,-98.61,TX,7697,15816,3,2,1994,1174,2023,170632.91
76443,32.12,-99.2,TX,2019,3717,3,2,2092,1074,2023,126125.88
76444,32.12,-98.57,TX,3477,8197,3,2,1747,1376,2023,160876.42
76446,32.08,-98.35,TX,8876,17280,4,2,2102,1916,2023,240129.86
76448,32.39,-98.8,TX,4991,13155,3,2,2072,1787,2023,156668.3
76449,32.92,-98.33,TX,2339,5042,4,4,2984,1619,2023,573823.45
76450,33.06,-98.64,TX,13090,26171,3,2,2038,1302,2023,186632.69
76453,32.57,-98.34,TX,1515,2147,3,2,2618,4,2023,323959.28
76457,31.95,-98.03,TX,4194,7233,3,2,1971,1197,2023,265965.27
76458,33.22,-98.19,TX,5930,10294,3,2,2211,1127,2023,145874.86
76462,32.52,-98.03,TX,4914,5474,3,2,2558,750,2023,453418.22
76470,32.5,-98.67,TX,3432,6444,4,2,1902,847,2023,85295.4
76471,32.11,-98.98,TX,1500,3482,3,1,1316,3267,2023,170524.17
76475,32.65,-98.51,TX,1031,1889,4,3,3539,4307,2023,254197.12
76476,32.37,-97.92,TX,3406,4613,3,2,2025,24,2023,340028.73
76501,31.08,-97.25,TX,17357,41978,3,2,1772,3135,2023,195129.81
76502,31.09,-97.41,TX,45515,70664,4,2,2062,5274,2023,285620.19
76504,31.14,-97.38,TX,23916,65744,3,2,1649,4942,2023,191738.14
76511,30.8,-97.42,TX,2497,5035,3,2,2155,1227,2023,219351.18
76513,31.06,-97.5,TX,42610,70331,4,3,2233,3658,2023,317440.69
76520,30.87,-96.9,TX,7692,18865,3,2,1782,1818,2023,180899.58
76522,31.22,-97.97,TX,40050,86046,3,2,1787,5622,2023,223111.48
76527,30.84,-97.8,TX,4262,8339,3,3,2732,673,2023,461764.7
76528,31.44,-97.78,TX,19355,33995,3,2,1773,2109,2023,235342.43
